Formatted_Year_Month,Event,DataCards,Deaths,Injured,Missing,Houses.Destroyed,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Evacuated
1987/1/1,RAVAGERS AND LOCUSTS PILGRIMS,1,0,0,0,0,0,0,0,0,0
1987/3/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1987/5/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1987/8/1,FLOOD,3,0,0,0,0,0,0,0,0,0
1987/9/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1988/1/1,DROUGHT,2,0,0,0,0,0,2521,360,0,0
1988/1/1,EPIZOOTY,8,0,19,0,0,0,268,35,0,0
1988/1/1,FOREST FIRE,4,0,0,0,0,0,0,0,0,0
1988/1/1,RAVAGERS AND LOCUSTS PILGRIMS,4,0,0,0,0,0,9346,456,0,0
1988/1/1,SOCIAL CONFLICTS,3,2,2,0,0,0,0,0,0,0
1988/2/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1988/4/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1988/7/1,FLOOD,2,0,0,0,50,0,3250,50,0,0
1988/8/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1989/1/1,DROUGHT,3,0,0,0,0,0,278049,0,0,0
1989/1/1,EPIZOOTY,10,0,6,0,0,0,4679,4524,0,0
1989/1/1,FOREST FIRE,6,0,0,0,0,0,0,0,0,0
1989/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1989/1/1,SOCIAL CONFLICTS,2,3,0,0,0,0,0,1,7,0
1989/7/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1989/8/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1990/1/1,DROUGHT,6,0,0,0,0,0,344129,8208,0,0
1990/1/1,EPIZOOTY,4,0,2,0,0,0,1605,1568,0,0
1990/1/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
1990/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1990/1/1,SOCIAL CONFLICTS,4,2,0,0,0,0,0,50,0,0
1990/2/1,EPIDEMIC,2,0,0,0,0,0,0,0,0,0
1990/7/1,FLOOD,3,0,0,0,0,0,0,0,0,0
1990/8/1,FLOOD,4,0,1,0,107,0,225,395,0,0
1991/1/1,DROUGHT,4,0,0,0,0,0,53758,7679,0,0
1991/1/1,EPIZOOTY,9,0,2,0,0,0,193,37,0,0
1991/1/1,FOREST FIRE,5,0,0,0,0,0,0,0,0,0
1991/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1991/1/1,SOCIAL CONFLICTS,3,1,0,0,0,0,0,1,0,0
1991/6/1,FIRE,1,0,0,0,15,0,30,15,0,0
1991/8/1,FLOOD,2,0,0,0,45,0,350,45,0,0
1991/10/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1992/1/1,DROUGHT,3,0,0,0,0,0,0,0,0,0
1992/1/1,EPIZOOTY,7,0,6,0,0,0,44,27,0,0
1992/1/1,FOREST FIRE,3,0,0,0,0,0,116,580,0,0
1992/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,108,0,0,0
1992/3/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1992/4/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1992/8/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1992/8/1,SOCIAL CONFLICTS,1,7,0,0,0,0,0,0,0,0
1993/1/1,DROUGHT,3,0,0,0,0,0,658357,0,0,0
1993/1/1,EPIZOOTY,7,0,18,0,0,0,216,18,0,0
1993/1/1,FIRE,1,0,0,0,1,0,5,1,0,0
1993/1/1,FOREST FIRE,3,0,0,0,0,0,0,0,0,0
1993/1/1,RAVAGERS AND LOCUSTS PILGRIMS,4,0,0,0,0,0,0,0,0,0
1993/4/1,EPIDEMIC,2,3,0,0,0,0,0,8,0,0
1993/6/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1993/7/1,FLOOD,1,0,0,0,0,0,0,52,0,0
1994/1/1,DROUGHT,1,0,0,0,0,0,0,0,0,0
1994/1/1,EPIZOOTY,7,0,0,0,0,0,308,31,0,0
1994/1/1,FIRE,1,0,0,0,0,0,0,0,0,0
1994/1/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
1994/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1994/1/1,SOCIAL CONFLICTS,3,8,0,0,0,0,0,8,0,0
1994/3/1,EPIDEMIC,1,12,0,0,0,0,0,174,0,0
1994/4/1,EPIDEMIC,1,0,0,0,0,0,0,36,0,0
1994/5/1,EPIDEMIC,1,7,0,0,0,0,0,0,0,0
1994/6/1,FLOOD,1,0,0,0,170,0,2585,0,0,0
1994/8/1,FLOOD,3,3,0,0,0,0,1712,276,0,0
1995/1/1,DROUGHT,6,0,0,0,0,0,0,0,0,0
1995/1/1,EPIDEMIC,1,3,0,0,0,0,0,105,0,0
1995/1/1,EPIZOOTY,10,0,0,0,0,0,26337,65,0,0
1995/1/1,FOREST FIRE,3,0,0,0,0,0,0,0,0,0
1995/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1995/1/1,SOCIAL CONFLICTS,5,0,0,0,0,0,0,0,0,0
1995/2/1,EPIDEMIC,1,6,0,0,0,0,0,1371,0,0
1995/3/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1995/4/1,EPIDEMIC,2,666,0,0,0,0,0,0,0,0
1995/5/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1995/8/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1996/1/1,DROUGHT,4,0,0,0,0,0,143569,16000,250,0
1996/1/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1996/1/1,EPIZOOTY,11,0,0,0,0,0,9478,137,0,0
1996/1/1,FIRE,1,0,0,0,0,0,200,0,0,0
1996/1/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
1996/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,0,0,0,0
1996/1/1,SOCIAL CONFLICTS,4,4,0,0,0,0,0,10,70,0
1996/3/1,EPIDEMIC,2,134,0,0,0,0,0,1081,0,0
1996/5/1,EPIDEMIC,1,7,0,0,0,0,0,59,0,0
1996/7/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1996/8/1,EPIZOOTY,1,0,0,0,0,0,191,0,0,0
1996/8/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1997/1/1,DROUGHT,5,0,0,0,0,0,537883,0,0,0
1997/1/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1997/1/1,EPIZOOTY,10,0,11,0,0,0,885,70,0,0
1997/1/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
1997/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1997/1/1,SOCIAL CONFLICTS,8,0,0,0,0,0,0,0,0,0
1997/2/1,EPIDEMIC,1,21,0,0,0,0,0,106,0,0
1997/3/1,EPIDEMIC,2,57,0,0,0,0,0,62,0,0
1997/8/1,FLOOD,2,3,0,0,670,0,2000,500,0,0
1997/8/1,SOCIAL CONFLICTS,1,0,0,0,0,0,0,0,0,0
1998/1/1,DROUGHT,11,0,0,0,0,0,579057,59999,0,0
1998/1/1,EPIDEMIC,2,0,0,0,0,0,0,0,0,0
1998/1/1,EPIZOOTY,19,0,284,0,0,0,1541,129,0,0
1998/1/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
1998/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1998/1/1,SOCIAL CONFLICTS,5,4,0,0,0,0,0,6,0,0
1998/3/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1998/4/1,EPIDEMIC,8,5,0,0,0,0,0,353,0,0
1998/5/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1998/5/1,FIRE,1,1,0,0,1,0,5,1,0,0
1998/8/1,FLOOD,6,0,0,0,13,0,3125,179,36,0
1998/10/1,FLOOD,1,0,0,0,0,0,0,0,0,0
1998/10/1,SOCIAL CONFLICTS,1,0,0,0,0,0,0,0,0,0
1998/12/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1999/1/1,DROUGHT,4,0,0,0,0,0,402655,0,0,0
1999/1/1,EPIZOOTY,10,0,0,0,0,0,867,27,0,0
1999/1/1,FOREST FIRE,6,0,0,0,0,0,8,2,0,0
1999/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
1999/1/1,SOCIAL CONFLICTS,10,3,0,0,0,0,0,5,11,0
1999/2/1,EPIDEMIC,4,55,0,0,0,0,0,695,0,0
1999/3/1,EPIDEMIC,2,21,0,0,0,0,0,75,0,0
1999/4/1,EPIDEMIC,1,5,0,0,0,0,0,48,0,0
1999/5/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
1999/7/1,FLOOD,2,8,0,0,0,0,16,7,0,0
1999/8/1,FLOOD,4,0,1,0,199,0,1777,272,0,0
1999/8/1,SOCIAL CONFLICTS,1,0,0,0,0,0,0,0,0,0
2000/1/1,DROUGHT,4,0,0,0,0,0,518552,14,0,0
2000/1/1,EPIZOOTY,13,0,0,0,0,0,1181,33,0,0
2000/1/1,FIRE,1,0,0,0,0,0,0,117,0,0
2000/1/1,FOREST FIRE,5,0,0,0,0,0,0,0,0,0
2000/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
2000/1/1,SOCIAL CONFLICTS,9,1,0,0,0,0,0,5,0,0
2000/3/1,EPIDEMIC,2,64,0,0,0,0,0,24,0,0
2000/7/1,FLOOD,3,1,6,0,685,10,6350,549,0,0
2000/8/1,FLOOD,1,0,0,0,15,0,3128,0,0,0
2001/1/1,DROUGHT,4,0,0,0,0,0,129442,14,0,0
2001/1/1,EPIDEMIC,7,144,0,0,0,0,0,28363,0,0
2001/1/1,EPIZOOTY,22,0,0,0,0,0,1149,21,0,0
2001/1/1,FLOOD,2,0,0,0,70,0,4812,0,0,0
2001/1/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
2001/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,0,0,0,0
2001/1/1,SOCIAL CONFLICTS,5,2,0,0,0,0,0,15,500,0
2001/2/1,EPIDEMIC,6,84,0,0,0,0,0,16715,0,0
2001/3/1,EPIDEMIC,8,171,0,0,0,0,0,2581,0,0
2001/4/1,EPIDEMIC,17,440,0,0,0,0,0,18579,0,0
2001/5/1,EPIDEMIC,8,248,0,0,0,0,0,1007,0,0
2001/6/1,EPIDEMIC,1,0,0,0,0,0,0,3,0,0
2001/6/1,FIRE,1,0,0,0,0,0,420,60,0,0
2001/6/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2001/6/1,SOCIAL CONFLICTS,1,1,0,0,0,0,0,0,0,0
2001/7/1,FLOOD,3,0,0,0,0,0,1963,0,0,0
2001/8/1,FLOOD,2,0,0,0,0,0,35,0,0,0
2002/1/1,DROUGHT,6,0,0,0,0,0,121937,14,0,0
2002/1/1,EPIDEMIC,11,95,0,0,0,0,0,1616,0,0
2002/1/1,EPIZOOTY,28,0,0,0,0,0,696,22,0,0
2002/1/1,FLOOD,1,0,0,0,0,0,0,4,0,0
2002/1/1,FOREST FIRE,2,0,0,0,0,0,7,1,0,0
2002/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,0,0,0,0
2002/1/1,SOCIAL CONFLICTS,4,4,0,0,0,0,0,0,0,0
2002/2/1,EPIDEMIC,13,195,0,0,0,0,0,1369,0,0
2002/3/1,EPIDEMIC,24,233,0,0,0,0,0,4300,0,0
2002/4/1,EPIDEMIC,28,550,0,0,0,0,0,6584,0,0
2002/4/1,FIRE,1,0,0,0,0,0,100,50,0,0
2002/5/1,EPIDEMIC,17,75,0,0,0,0,1773,2793,0,0
2002/7/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2002/9/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2002/12/1,FLOOD,2,0,0,0,0,0,0,0,0,0
2003/1/1,DROUGHT,2,0,0,0,0,0,0,14,0,0
2003/1/1,EPIDEMIC,16,119,0,0,0,0,0,23571,0,0
2003/1/1,EPIZOOTY,33,0,0,0,0,0,1796,82,0,0
2003/1/1,FIRE,1,1,0,0,15,0,145,35,0,0
2003/1/1,FOREST FIRE,3,0,0,0,0,0,14,3,0,0
2003/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
2003/1/1,SOCIAL CONFLICTS,6,0,0,0,0,0,0,0,0,0
2003/2/1,EPIDEMIC,23,197,0,0,0,0,0,29722,0,0
2003/2/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2003/3/1,EPIDEMIC,29,329,0,0,0,0,0,24982,0,0
2003/4/1,EPIDEMIC,35,550,0,0,0,0,0,20237,0,0
2003/5/1,EPIDEMIC,32,251,0,0,0,0,0,25005,0,0
2003/6/1,EPIDEMIC,1,0,0,0,0,0,0,0,0,0
2003/7/1,FLOOD,2,0,0,0,0,0,0,0,0,0
2003/10/1,FLOOD,2,0,0,0,68,0,1435,0,0,0
2004/1/1,DROUGHT,9,0,0,0,0,0,866019,29384,80,0
2004/1/1,EPIDEMIC,22,75,0,0,0,0,0,10310,0,0
2004/1/1,EPIZOOTY,33,0,0,0,0,0,1264,468,0,0
2004/1/1,FIRE,3,0,0,0,3,218,492,105,0,0
2004/1/1,FOREST FIRE,2,0,0,0,0,0,700,105,0,0
2004/1/1,RAVAGERS AND LOCUSTS PILGRIMS,11,0,0,0,0,0,396412,0,0,0
2004/1/1,SOCIAL CONFLICTS,5,9,0,0,0,0,0,84,0,0
2004/2/1,EPIDEMIC,16,100,0,0,0,0,0,9162,0,0
2004/3/1,EPIDEMIC,17,41,0,0,0,0,0,9537,0,0
2004/4/1,EPIDEMIC,26,220,0,0,0,0,0,22318,0,0
2004/5/1,EPIDEMIC,20,108,0,0,0,0,0,5354,0,0
2004/6/1,EPIDEMIC,2,0,0,0,0,0,0,417,0,0
2004/7/1,FLOOD,1,0,0,0,0,0,2122,42,0,0
2004/8/1,FLOOD,2,0,2,0,53,0,365,72,0,0
2005/1/1,DROUGHT,16,0,0,0,0,0,532956,0,0,0
2005/1/1,EPIDEMIC,16,55,0,0,0,0,0,347,0,0
2005/1/1,EPIZOOTY,26,0,0,0,0,0,1171,409,0,0
2005/1/1,FOREST FIRE,5,0,0,0,0,0,40,6,0,0
2005/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
2005/1/1,SOCIAL CONFLICTS,4,1,1,0,0,0,0,1,0,0
2005/2/1,EPIDEMIC,7,6,0,0,0,0,0,373,0,0
2005/3/1,EPIDEMIC,27,53,0,0,0,0,0,974,0,0
2005/4/1,EPIDEMIC,38,82,0,0,0,0,0,1369,0,0
2005/5/1,EPIDEMIC,13,21,0,0,0,0,0,318,0,0
2005/5/1,SOCIAL CONFLICTS,1,0,0,0,0,0,0,0,0,0
2005/6/1,EPIDEMIC,3,1,0,0,0,0,0,200,0,0
2005/7/1,FLOOD,1,0,0,0,3,0,98,14,0,0
2005/8/1,EPIZOOTY,1,0,0,0,0,0,0,0,0,0
2005/8/1,FLOOD,2,0,0,0,0,0,0,0,0,0
2005/11/1,DROUGHT,1,0,0,0,0,0,0,0,0,0
2006/1/1,DROUGHT,4,0,0,0,0,0,265583,12637,0,0
2006/1/1,EPIDEMIC,19,32,0,0,0,0,0,229,0,0
2006/1/1,EPIZOOTY,16,0,0,0,0,0,919,164,0,0
2006/1/1,FIRE,3,2,0,0,12,0,106,19,0,0
2006/1/1,FOREST FIRE,4,0,0,0,0,0,0,0,0,0
2006/1/1,RAVAGERS AND LOCUSTS PILGRIMS,4,0,0,0,0,0,28750,8705,0,0
2006/1/1,SOCIAL CONFLICTS,3,1,0,0,0,0,0,12,70,0
2006/2/1,EPIDEMIC,22,169,0,0,0,0,0,2204,0,0
2006/3/1,EPIDEMIC,21,125,0,0,0,0,0,1696,0,0
2006/4/1,EPIDEMIC,21,54,0,0,0,0,0,894,0,0
2006/5/1,EPIDEMIC,18,122,0,0,0,0,0,722,0,0
2006/6/1,EPIDEMIC,2,0,0,0,0,0,0,4,0,0
2006/6/1,FLOOD,1,0,0,0,0,0,4,2,0,0
2006/7/1,FLOOD,4,2,8,0,132,0,5885,645,0,0
2006/8/1,FLOOD,18,0,0,0,3366,142,31881,5404,4236,0
2006/8/1,SOCIAL CONFLICTS,1,0,0,0,0,0,0,0,0,0
2006/9/1,SOCIAL CONFLICTS,1,103,0,0,0,0,0,8,0,0
2007/1/1,DROUGHT,9,0,0,0,0,0,689176,0,0,0
2007/1/1,EPIDEMIC,30,42,0,0,0,0,0,946,0,0
2007/1/1,EPIZOOTY,21,0,0,0,0,0,935,131,0,0
2007/1/1,FIRE,3,3,0,0,13,0,165,22,0,0
2007/1/1,FOREST FIRE,2,0,0,0,0,0,13,4,0,0
2007/1/1,RAVAGERS AND LOCUSTS PILGRIMS,2,0,0,0,0,0,0,0,0,0
2007/1/1,SOCIAL CONFLICTS,7,6,0,0,0,0,0,11110,6001,0
2007/2/1,EPIDEMIC,25,39,0,0,0,0,0,971,0,0
2007/3/1,EPIDEMIC,44,24,0,0,0,0,0,1037,0,0
2007/4/1,EPIDEMIC,51,130,0,0,0,0,0,1368,0,0
2007/5/1,EPIDEMIC,30,21,0,0,0,0,0,355,0,0
2007/6/1,EPIDEMIC,10,0,0,0,0,0,0,708,0,0
2007/6/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2007/7/1,FLOOD,8,0,0,0,173,0,6055,599,0,0
2007/8/1,FLOOD,2,0,0,0,0,0,0,0,0,0
2007/9/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2007/10/1,FOREST FIRE,4,0,0,0,0,0,0,0,0,0
2007/11/1,FOREST FIRE,6,0,0,0,0,0,0,0,0,0
2008/1/1,DROUGHT,8,0,0,0,0,0,260991,224,142,0
2008/1/1,EPIDEMIC,18,197,0,0,0,0,0,2559,0,0
2008/1/1,EPIZOOTY,15,0,0,0,0,0,1450,198,0,0
2008/1/1,FIRE,4,1,0,0,10,0,138,28,0,0
2008/1/1,FOREST FIRE,6,0,0,0,0,0,0,0,0,0
2008/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,0,0,0,0
2008/1/1,SOCIAL CONFLICTS,4,0,0,0,0,0,0,0,0,0
2008/2/1,EPIDEMIC,24,72,0,0,0,0,0,3022,0,0
2008/2/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
2008/3/1,EPIDEMIC,18,102,0,0,0,0,0,1600,0,0
2008/4/1,EPIDEMIC,31,45,0,0,0,0,0,4171,0,0
2008/5/1,EPIDEMIC,27,154,0,0,0,0,0,2820,0,0
2008/6/1,EPIDEMIC,6,6,0,0,0,0,0,679,0,0
2008/7/1,FLOOD,1,1,0,0,0,0,0,1,0,0
2008/8/1,FLOOD,25,0,0,0,314,0,3496,15,0,0
2008/8/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2009/1/1,DROUGHT,15,0,0,0,0,0,952785,0,0,0
2009/1/1,EPIDEMIC,14,91,0,0,0,0,0,1506,0,0
2009/1/1,EPIZOOTY,18,0,0,0,0,0,805,225,0,0
2009/1/1,FIRE,1,0,0,0,3,0,77,17,0,0
2009/1/1,FOREST FIRE,8,0,0,0,0,0,35,7,0,0
2009/1/1,RAVAGERS AND LOCUSTS PILGRIMS,3,0,0,0,0,0,0,0,0,0
2009/1/1,SOCIAL CONFLICTS,4,4,0,0,0,0,0,18,1,0
2009/2/1,EPIDEMIC,33,269,0,0,0,0,0,2574,0,0
2009/3/1,EPIDEMIC,16,284,0,0,0,0,0,1272,0,0
2009/3/1,SOCIAL CONFLICTS,1,11,0,0,0,0,0,31,0,0
2009/4/1,EPIDEMIC,26,124,0,0,0,0,0,3500,0,0
2009/5/1,EPIDEMIC,23,119,0,0,0,0,0,3827,0,0
2009/5/1,FLOOD,2,0,0,0,0,0,97194,7037,0,0
2009/6/1,EPIDEMIC,1,0,0,0,0,0,0,24,0,0
2009/7/1,FLOOD,7,0,0,0,12,0,57576,7287,0,0
2009/8/1,FLOOD,1,0,0,0,0,0,3050,62,0,0
2009/9/1,DROUGHT,1,0,0,0,0,0,0,0,0,0
2009/9/1,EPIDEMIC,1,1,0,0,0,0,0,47,0,0
2009/9/1,FLOOD,3,0,0,0,305,0,0,280,0,0
2009/10/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2009/11/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2009/12/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2010/1/1,DROUGHT,4,0,0,0,0,0,0,0,0,0
2010/1/1,DROUGHT,18,0,0,0,0,0,688836,85759,0,0
2010/1/1,EPIDEMIC,15,90,0,0,0,0,0,1586,0,0
2010/1/1,EPIZOOTY,36,0,0,0,0,0,1551,1745,0,0
2010/1/1,FIRE,6,2,0,0,18,0,172,38,0,0
2010/1/1,FOREST FIRE,9,0,0,0,0,0,21,17,0,0
2010/1/1,RAVAGERS AND LOCUSTS PILGRIMS,13,0,0,0,0,0,54872,30000,1250,0
2010/1/1,SOCIAL CONFLICTS,11,2,0,0,0,0,0,9,0,0
2010/2/1,EPIDEMIC,23,48,0,0,0,0,0,1171,0,0
2010/2/1,FLOOD,2,0,3,0,154,0,12817,0,0,0
2010/2/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2010/3/1,EPIDEMIC,23,353,0,0,0,0,0,1348,0,0
2010/4/1,EPIDEMIC,23,57,0,0,0,0,0,959,0,0
2010/5/1,EPIDEMIC,28,328,0,0,0,0,0,1212,0,0
2010/5/1,FLOOD,1,0,0,0,0,0,3060,511,0,0
2010/6/1,EPIDEMIC,1,6,0,0,0,0,0,84,0,0
2010/6/1,FLOOD,14,0,0,0,29,0,0,0,0,0
2010/7/1,FLOOD,42,0,5,0,1009,25,260134,21588,0,0
2010/8/1,FLOOD,41,2,6,0,11642,0,60183,7946,2570,0
2010/9/1,FLOOD,12,0,0,0,0,0,0,0,0,0
2010/9/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2010/10/1,FOREST FIRE,4,0,0,0,0,0,0,0,0,0
2011/1/1,DROUGHT,2,0,0,0,0,0,0,0,0,0
2011/1/1,DROUGHT,35,0,0,0,0,0,2253268,41945,0,0
2011/1/1,EPIDEMIC,19,59,0,0,0,0,0,4297,0,0
2011/1/1,EPIZOOTY,30,15,0,0,0,0,982,343,0,0
2011/1/1,FIRE,7,2,0,0,5,0,84,351,0,0
2011/1/1,FOREST FIRE,8,0,0,0,0,0,0,14,0,0
2011/1/1,RAVAGERS AND LOCUSTS PILGRIMS,43,0,0,0,0,0,131463,18780,0,0
2011/1/1,SOCIAL CONFLICTS,22,41,0,0,0,0,0,46,20011,0
2011/2/1,EPIDEMIC,14,194,0,0,0,0,0,467,0,0
2011/3/1,EPIDEMIC,27,56,0,0,0,0,0,3436,0,0
2011/4/1,EPIDEMIC,22,135,0,0,0,0,0,2624,0,0
2011/4/1,SOCIAL CONFLICTS,1,6,0,0,0,0,0,0,0,0
2011/5/1,EPIDEMIC,22,215,0,0,0,0,0,5303,0,0
2011/5/1,SOCIAL CONFLICTS,1,16,4,0,0,0,0,20,0,0
2011/6/1,EPIDEMIC,3,9,0,0,0,0,0,278,0,0
2011/6/1,FLOOD,3,1,0,0,0,0,0,1,0,0
2011/6/1,RAVAGERS AND LOCUSTS PILGRIMS,1,0,0,0,0,0,0,0,0,0
2011/7/1,FLOOD,8,0,0,0,190,0,2353,200,0,0
2011/8/1,FLOOD,53,15,14,0,6885,0,94420,154,0,0
2011/10/1,FLOOD,1,0,5,0,95,0,801,113,0,0
2011/10/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
2011/11/1,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
